order_id,num_items
975999,4
977003,14
977352,24
977841,14
978530,7
979648,14
980325,10
980540,3
981654,24
981834,7
982658,5
983318,4
984102,5
984260,6
984783,6
985299,5
985348,3
985418,5
986350,5
987353,12
987695,6
987730,27
988160,11
988431,17
988829,4
990337,14
992601,30
992661,7
992884,7
994468,6
995331,5
995946,8
996366,12
996490,11
997863,1
998971,3
999235,15
999818,4
999827,2
1000815,2
1001121,13
1001344,4
1001701,19
1001746,17
1003018,8
1003034,11
1003523,13
1003723,18
1004138,10
1004513,17
1005011,26
1005323,9
1005860,8
1006100,10
1006164,10
1008024,7
1008961,28
1009096,12
1010199,20
1010626,7
1011095,1
1011827,3
1013357,8
1013697,3
1014353,12
1014676,8
1015546,3
1016933,3
1016979,8
1017710,1
1018803,11
1022088,12
1022664,17
1024408,2
1024435,7
1024830,16
1025884,6
1026142,17
1026372,5
1027989,4
1028151,7
1028271,4
1029973,7
1032301,1
1033496,10
1034117,9
1034370,8
1034728,11
1034862,3
1036128,17
1036210,7
1036306,12
1036468,20
1036807,5
1038635,4
1040216,15
1040708,12
1041245,16
1041517,17
1043348,28
1043746,6
1044221,10
1044490,36
1044851,14
1045329,13
1045348,8
1046301,5
1047813,5
1048559,31
1048662,11
1049761,9
1051022,10
1051085,6
1051793,26
1053768,19
1053862,27
1055177,6
1055959,23
1056730,5
1056783,3
1056950,4
1057301,29
1059248,12
1059289,5
1060029,6
1060569,27
1060910,8
1061124,17
1061533,22
1061638,4
1062572,19
1062612,18
1063571,11
1063636,22
1064806,25
1065263,2
1065326,7
1066850,12
1068984,16
1069394,9
1070047,9
1070062,9
1070775,8
1071178,10
1071218,8
1071608,40
1071687,4
1072227,4
1072229,13
1073003,20
1073312,14
1073540,5
1073620,2
1075642,4
1075662,4
1075688,3
1076640,4
1076657,12
1077521,9
1077786,9
1079485,3
1080191,10
1081127,2
1081151,6
1082592,42
1083977,14
1084209,5
1084428,25
1084592,23
1086633,2
1087743,21
1087850,8
1088131,9
1088945,5
1089223,19
1090233,17
1090423,16
1091555,15
1091703,19
1092235,10
1092278,17
1092312,8
1092587,13
1095839,2
1095904,11
1096375,2
1096556,24
1096988,7
1098131,7
1098190,3
1098305,6
1099060,3
1100738,7
1102092,24
1103389,8
1103845,1
1105079,4
1105124,4
1105673,2
1105861,3
1106396,3
1106728,11
1106732,8
1108270,4
1108996,10
1109569,3
1109609,6
1109686,15
1109727,24
1109879,3
1111269,25
1111387,24
1111448,3
1112955,12
1113236,12
1113565,11
1113757,10
1114372,11
1115500,11
1115688,7
1117172,4
1117194,5
1117981,11
1118084,22
1118404,6
1118416,6
1120758,1
1121085,8
1122008,11
1122837,6
1123848,7
1124475,3
1124552,15
1126667,1
1126847,18
1127353,5
1129561,8
1130654,10
1130760,6
1130804,10
1131425,10
1133415,6
1133963,9
1134217,1
1134374,14
1135318,13
1135591,10
1138389,9
1139448,12
1139930,13
1141326,21
1142019,1
1142671,50
1142927,30
1143011,24
1143115,4
1143797,2
1144689,4
1145219,4
1145571,12
1146245,22
1146269,9
1146301,6
1146569,19
1147332,1
1147768,2
1148249,3
1149258,17
1149334,9
1150661,21
1150819,2
1151784,6
1151909,2
1152588,8
1153004,9
1153178,13
1153254,9
1153996,16
1154222,2
1155217,14
1155484,6
1156314,8
1156686,17
1158156,43
1158594,2
1158604,5
1158713,14
1158739,19
1158985,4
1159055,7
1159841,9
1161833,13
1162098,7
1162318,6
1162325,8
1162496,24
1162516,9
1163715,20
1164717,3
1164831,15
1164914,13
1165083,10
1165597,17
1165952,21
1166119,11
1166700,6
1167992,29
1168042,9
1169066,19
1169245,11
1169428,2
1169588,12
1170566,8
1171003,5
1171266,14
1172190,8
1173021,2
1173081,6
1173646,8
1174837,5
1174838,8
1175890,9
1177664,6
1178442,13
1179679,3
1180256,14
1180954,6
1181772,12
1182406,19
1183136,11
1183815,13
1184864,6
1185170,3
1185629,5
1185795,9
1186459,12
1186947,14
1187322,8
1187350,4
1188320,7
1188356,3
1189573,10
1190247,6
1190356,23
1190452,6
1190656,16
1191317,7
1192832,12
1193387,10
1193456,1
1193464,5
1194685,26
1195008,5
1195720,6
1195997,7
1196961,14
1198455,2
1198602,8
1200704,8
1200909,5
1201749,15
1201813,5
1201851,8
1203374,10
1203540,9
1204794,8
1206061,5
1206170,4
1206265,2
1207200,11
1207685,11
1211765,9
1212732,8
1213155,10
1213177,1
1213522,17
1213528,8
1214574,3
1214787,6
1216288,21
1216389,7
1216712,8
1217244,8
1217402,15
1218025,14
1218349,2
1219540,5
1219649,3
1221552,11
1222212,1
1223214,2
1223281,9
1223611,2
1224175,15
1224462,5
1224834,5
1225145,10
1225297,6
1226187,8
1226791,15
1227031,6
1227402,10
1228626,25
1229432,8
1231526,8
1232255,13
1232278,25
1232485,20
1233209,14
1234751,3
1236200,3
1236309,10
1236872,18
1238383,28
1238689,11
1239002,3
1239196,8
1239842,21
1240088,8
1242650,16
1242945,1
1243407,8
1243995,6
1244495,15
1245698,10
1246252,2
1246980,22
1249776,3
1250366,1
1251451,10
1251681,6
1252459,13
1252806,2
1252889,2
1253660,12
1254278,22
1256098,28
1256221,4
1256472,8
1257519,3
1257827,14
1257893,6
1258220,12
1258230,6
1259055,8
1259373,12
1260389,14
1260523,6
1262424,12
1265218,4
1265425,9
1265487,11
1265913,13
1266530,29
1266840,23
1267399,7
1267430,12
1267922,1
1267958,18
1268080,18
1268425,10
1270521,10
1270624,17
1271249,7
1272748,8
1272818,10
1273407,16
1273944,19
1274291,14
1274532,2
1275189,8
1275648,3
1275710,5
1279384,6
1279738,13
1279939,8
1280152,2
1280835,5
1281358,8
1282200,13
1282872,8
1282935,21
1283174,9
1283192,6
1283284,14
1284056,13
1286054,6
1286234,17
1286871,11
1287086,16
1287145,15
1287237,2
1287453,18
1287751,29
1288038,7
1288186,17
1288195,10
1288632,18
1289215,2
1289268,10
1289676,6
1290069,3
1290411,6
1290493,7
1290735,14
1291005,5
1291271,6
1292303,41
1294092,4
1294758,3
1296399,7
1297980,3
1300467,13
1300533,17
1302062,9
1302876,15
1302947,20
1303654,2
1305410,4
1306259,4
1306489,4
1306751,3
1307175,17
1307545,25
1307684,3
1308758,4
1309288,11
1311347,11
1312959,15
1313097,7
1313584,14
1313612,6
1313718,10
1313757,5
1315310,3
1318468,4
1319404,2
1320342,5
1322475,7
1324081,11
1324387,1
1324474,7
1325107,4
1325705,2
1325843,5
1328041,15
1329176,4
1329348,1
1329612,15
1331204,4
1331230,4
1331650,11
1332281,4
1333183,2
1333903,10
1334514,3
1334872,6
1335648,7
1335736,3
1336762,10
1336837,3
1337729,19
1337740,1
1337998,6
1339139,10
1340563,5
1340823,4
1343102,10
1343276,7
1343502,7
1345129,4
1346141,6
1346273,13
1346413,7
1346764,4
1347475,16
1347537,6
1347971,19
1348955,6
1349000,8
1349952,1
1351246,10
1351599,10
1352217,13
1353967,7
1354422,16
1354966,6
1356139,13
1356854,6
1356905,36
1358305,24
1358492,16
1359770,5
1360782,9
1361360,4
1363144,13
1363805,2
1365991,1
1366351,5
1366421,32
1366627,8
1367288,10
1367572,8
1367909,18
1367959,7
1368536,11
1369140,5
1369487,26
1370492,14
1373380,3
1374967,3
1376215,3
1376296,25
1376896,22
1377701,1
1378172,18
1378233,26
1378626,7
1379398,8
1379747,6
1380522,2
1381837,9
1381878,18
1382724,6
1383364,2
1384389,7
1385689,4
1385927,3
1386819,3
1386909,3
1387278,3
1389322,6
1390303,4
1392941,7
1393488,7
1393835,11
1393872,3
1396362,12
1396703,13
1396876,16
1397713,13
1398076,10
1398343,3
1398760,17
1399243,9
1399413,7
1400003,9
1400365,8
1400677,6
1400936,2
1401239,10
1401378,11
1402240,1
1402384,8
1402529,21
1403928,5
1404317,11
1404470,14
1405653,5
1407458,2
1407968,9
1408194,9
1408798,9
1409529,14
1409656,24
1410622,2
1411700,13
1412200,4
1412362,15
1412419,15
1412568,3
1412797,9
1413906,3
1413947,6
1415089,2
1415760,16
1416587,15
1416744,25
1417795,3
1418834,8
1418888,7
1419241,9
1419633,11
1420598,8
1420937,4
1420951,4
1421190,5
1421353,12
1421512,14
1422070,13
1423758,11
1423903,14
1424273,13
1427692,9
1428468,20
1428588,8
1428675,8
1428761,14
1429634,7
1429764,3
1429809,5
1429943,20
1430299,16
1431885,61
1434246,5
1434697,10
1436669,9
1438750,8
1440029,4
1440734,18
1441113,8
1442402,9
1443422,18
1444358,6
1445360,7
1446193,7
1446869,7
1447566,5
1447604,10
1448124,9
1448713,10
1454313,9
1454364,17
1457486,2
1457694,4
1458115,17
1458757,10
1459024,17
1461618,6
1462068,8
1462194,6
1464088,8
1464337,13
1464358,10
1464617,15
1465094,20
1466072,13
1466177,6
1466481,3
1467059,15
1468009,12
1470140,12
1473099,8
1473720,25
1474355,11
1474933,5
1475875,2
1476114,9
1477107,1
1477597,12
1477756,7
1478083,4
1479214,21
1479228,3
1479621,6
1479956,2
1480462,7
1481097,3
1481278,7
1483395,13
1483525,15
1485441,3
1485969,20
1486875,8
1487676,13
1488552,1
1489391,2
1490383,4
1490630,6
1491192,8
1491224,12
1491781,24
1491891,13
1492415,17
1492597,9
1493036,10
1494309,5
1494542,1
1495496,7
1496335,1
1496884,8
1497296,14
1498419,3
1498905,6
1499729,15
1500260,28
1501301,12
1501437,5
1501540,5
1501688,18
1501702,13
1502481,4
1502699,5
1502895,3
1503779,20
1504016,9
1504793,12
1504852,5
1505080,12
1505392,11
1505660,7
1506973,6
1506988,8
1508844,6
1510170,25
1510812,8
1511076,18
1512579,8
1513706,7
1514162,7
1514607,1
1514948,41
1515961,16
1517547,22
1517680,1
1518862,4
1519234,14
1520739,25
1520835,2
1521014,2
1521302,21
1522323,7
1524935,2
1526674,6
1528447,6
1529109,2
1529687,36
1530775,1
1531107,5
1532347,8
1532453,9
1532597,3
1533620,11
1534547,9
1535133,8
1535858,5
1536075,9
1536114,4
1537439,11
1537894,11
1538437,12
1542526,3
1543152,10
1543213,8
1543549,9
1545730,9
1546149,12
1546610,15
1546906,1
1547009,7
1547897,11
1548407,12
1548483,11
1548566,33
1549453,9
1550316,2
1550496,11
1552676,2
1552771,4
1553197,3
1554242,3
1554553,6
1554812,11
1555884,8
1555939,1
1556865,4
1558985,5
1559906,8
1559993,8
1560150,26
1560215,15
1560433,1
1560828,4
1561432,13
1561727,17
1562879,14
1563020,2
1563639,4
1563755,4
1563772,9
1564051,14
1564499,9
1565038,7
1566870,12
1566877,15
1569085,18
1569548,15
1569798,2
1569899,11
1570506,5
1571482,3
1571584,8
1572207,12
1573483,13
1576271,14
1576552,6
1578037,21
1580517,1
1580552,10
1581266,7
1581419,15
1582002,6
1582005,18
1582545,21
1582967,9
1583030,6
1583575,14
1584042,6
1584109,1
1584673,15
1588745,1
1591310,13
1591996,13
1592189,9
1593961,5
1595171,3
1595264,13
1596099,2
1596272,29
1597927,2
1598185,10
1598196,10
1598329,15
1599233,32
1600524,2
1600677,7
1601122,2
1601219,10
1601415,26
1603497,12
1604478,26
1605108,12
1605198,7
1605600,16
1605635,19
1605836,24
1606399,2
1606404,16
1606957,6
1607426,20
1607673,5
1608839,1
1609057,4
1609553,3
1609581,6
1609755,22
1610917,7
1611370,8
1611905,15
1613464,42
1613564,9
1613579,4
1616431,13
1616859,1
1617359,22
1617575,4
1617647,9
1617896,5
1619089,1
1619127,9
1619976,11
1620189,14
1620228,2
1620245,9
1622112,26
1622583,7
1622685,19
1623264,18
1623903,4
1624652,1
1625470,18
1626043,6
1626238,4
1627626,27
1628050,1
1628392,8
1629405,4
1631127,8
1631654,3
1631774,2
1632108,20
1632438,7
1632732,3
1633590,7
1634039,2
1634878,13
1635616,4
1635892,22
1637441,3
1637669,10
1638032,5
1639739,30
1641029,22
1641149,3
1643045,18
1644409,18
1644824,1
1644986,5
1644995,5
1645130,23
1648047,14
1648457,13
1650258,13
1651708,25
1651755,7
1652224,5
1652315,14
1653004,3
1654517,33
1655370,17
1655709,1
1656354,14
1658476,18
1658617,9
1658659,14
1659812,13
1661734,10
1662158,15
1662888,4
1663319,9
1663611,15
1664117,1
1665184,5
1665570,7
1665666,2
1666355,11
1668104,29
1668676,18
1668844,17
1669213,6
1669772,12
1669943,16
1672859,11
1673281,12
1674301,19
1675980,5
1676919,14
1678645,8
1678963,6
1679356,23
1679592,17
1680818,3
1681009,3
1681297,1
1681399,5
1681558,15
1682594,9
1682618,8
1682665,4
1682817,2
1685439,9
1685941,6
1686049,8
1686432,6
1687785,1
1687888,5
1689248,5
1689791,1
1690102,10
1692347,3
1692583,5
1692814,14
1693087,7
1694433,14
1695485,14
1695776,6
1696431,1
1696927,6
1697363,4
1697421,16
1697602,25
1697854,4
1698804,40
1700132,10
1701776,16
1702795,1
1703112,15
1704085,26
1704408,33
1704955,22
1705360,6
1705711,23
1707842,24
1708058,7
1708521,6
1708804,10
1708810,12
1709834,1
1710939,6
1710950,1
1710988,23
1711024,26
1711196,5
1711226,2
1712196,4
1712382,4
1712678,1
1713093,19
1713346,5
1714314,9
1714463,6
1714624,5
1715398,19
1716033,8
1716592,13
1716963,14
1717785,4
1719022,5
1720287,5
1720714,28
1721011,5
1722743,5
1723630,4
1724426,5
1725526,1
1725802,7
1726239,12
1728051,22
1728422,3
1729169,26
1729207,11
1729255,21
1729542,6
1730278,10
1730939,14
1731232,20
1731263,1
1732166,13
1733011,14
1733057,3
1733334,7
1733703,26
1734180,2
1734268,11
1734410,19
1735267,9
1735818,10
1737509,3
1737840,6
1737993,18
1740357,7
1741124,4
1742551,7
1742756,11
1743373,2
1743681,2
1744197,13
1746393,2
1748264,6
1749684,8
